despesa,tipo
SUBLIMATUM LOPES BRAGA,Comida
IMP.  SELO  COM. TRANSFERENCIA,Fixo
COMISSAO DE TRANSFERENCIA,Fixo
LA PORTA BRAGA,Comida
DONNA PIZZA BRAGA,Comida
LEV ATM 6251 703,Saques
DEBATES E CRONICAS LBRAGA,Comida
WORTEN BRAGA NOVA BRAGA,Casa
TOMATINO NOVA ARCADABRA,Comida
TRF P/ Lucinda dona da casa,Contas
DIVINA COIXINHA BRAGA,Comida
PAST BRAGAPARQUE S VICENTE BRAGA,Comida
RETIRO DE PRIMAVERA BRAGA,Comida
GOSTO SUPERIOR BRAGA PR,Comida
Glovo 31AUG BRRQNGEFW Lisbon PR,Comida
AIRBNB HMBJYNCZH4 LU,Casa
SUPER SABORES PARADA DE TIBAES,Comida
PAST BRAGAPARQUE BRAGA,Comida
TAKEAWAY S VICENTE BRAG,Comida
EDP COMERCIALCOMERCIA,Contas
Glovo 27OCT BRQ11FF5M Lisbon PR,Comida
Glovo 26OCT BRW5FRRTP Lisbon PR,Comida
Glovo 25OCT BRD9LZAXW Lisbon PR,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
LA PORTA REST BRAGA,Comida
FNAC BRAGA BRAGA PR,Nerdisse
Glovo 22OCT BRCXEBS3Y Lisbon PR,Comida
Glovo 21OCT BR4WAUKQP Lisbon PR,Comida
Glovo 21OCT BRYSKJX19 Lisbon PR,Comida
Vodafone.pt Lisboa PR,Contas
BODEGAO BRAGA 4710427,Comida
BODEGAO BRAGA 4710427,Comida
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
"AGEREEMP.DE AGUAS,EFL",Contas
Glovo 19OCT BRGM74Q2V Lisbon PR,Comida
Glovo 19OCT BR1EFCTFP Lisbon PR,Comida
LA PORTA REST BRAGA,Comida
Glovo 18OCT BREGXZASH Lisbon PR,Comida
Glovo 18OCT BRFPQ1J4L Lisbon PR,Comida
Glovo 17OCT BRNFSYRKY Lisbon PR,Comida
IKEA BRAGA CAIXAS ECO BRAGA PR,Casa
"HOSPITAL DE BRAGA, EPE",Fixo
Glovo 13OCT BRLG4G1KF Lisbon PR,Comida
LA PORTA REST BRAGA,Comida
LA ROTISSERIE BRAGA,Comida
MARIA AMALIA BATISTAMAXIMINOS,Casa
Glovo 12OCT BR7ZJJVZR Lisbon PR,Comida
Vodafone.pt Lisboa PR,Contas
VODAFONE PORTUGAL COMU,Contas
Glovo 10OCT BRT12F7DF Lisbon PR,Comida
LA PORTA REST BRAGA,Comida
Glovo 08OCT BR1AU9P33 Lisbon PR,Comida
IKEA BRAGA CAIXAS ECO BRAGA PR,Casa
LA PORTA REST BRAGA,Comida
Glovo 06OCT BRGVKKZMB Lisbon PR,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 092022,Fixo
BK BRAGA ARCADA BRAGA,Comida
ALGODAO E COMPANHIA 4700565 MIRE T,Casa
Vodafone.pt Lisboa PR,Contas
IKEA BRAGA LINHA DE CA BRAGA PR,Casa
Glovo 03OCT BRMN3N115 Lisbon PR,Comida
Glovo 02OCT BRT3LGEEC Lisbon PR,Comida
"TENTACOES DO NORTE, BRAGA",Comida
Glovo 01OCT BRXWXLDCN Lisbon,Comida
Glovo 30SEP BRP6GY1GB Lisbon,Comida
Comissao Emissao s/ Ordem Pag.  Ref.20221852243,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20221852243,Fixo
CONTINENTE BRAGA BRAGA,Supermercado
BK BRAGA ARCADA BRAGA,Comida
NOS CINEMAS BRAGA PQ BR,Nerdisse
PRIMARK BRAGE PARQUE B,Roupas
WOK TO WALK N ARCADANIF,Comida
Glovo 20NOV BRPUQNKVC,Comida
CONTINENTE,Supermercado
Glovo 19NOV BRCXBEVVM,Comida
Glovo 18NOV BRP9T3GGT,Comida
Glovo 18NOV BRNLDZWWS,Comida
Glovo 17NOV BR6LBTJLK,Comida
Glovo 17NOV BRXY5MLU1,Comida
LA ROTISSERIE,Comida
Glovo 16NOV BRHCY1WLG,Comida
Glovo 16NOV BR1BURQXU,Comida
Glovo 15NOV BR1E1FAKU,Comida
Glovo 14NOV BRLGKN1S1,Comida
Glovo 14NOV BR1CVNCUM,Comida
Glovo 13NOV BRNXN14AU,Comida
Glovo 12NOV BRS1MD1FL,Comida
Glovo 11NOV BRSSEEV3N,Comida
Glovo 11NOV BRN1GBBV1,Comida
Glovo 11NOV BRBGVJZDD,Comida
LEROY MERLIN,Casa
Glovo 10NOV BRXFQ7C3A,Comida
Glovo 10NOV BRNHLRFH5,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 102022,Fixo
Glovo 09NOV BRCS1ZXU4,Comida
Glovo 09NOV BRTA4LMAM,Comida
VODAFONE PORTUGAL COMU,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
EDP COMERCIALCOMERCIA,Contas
Glovo 08NOV BRHWBYWCL,Comida
Glovo 07NOV BRQDSTWV9,Comida
Glovo 06NOV BRHBKFU1D,Comida
FNAC PR,Nerdisse
BRASA RIO PR,Comida
PINGO DOCE,Supermercado
Glovo 04NOV BRGE1Z1GX,Comida
LA PORTA REST,Comida
Glovo 03NOV BR2N5TFZR,Comida
Glovo 03NOV BRHULWPAT,Comida
Glovo 02NOV BRKR7UWWL,Comida
Glovo 01NOV BRNCM1FSZ,Comida
Glovo 01NOV BRLPQHYHK,Comida
Glovo 31OCT BRUYNBXWH,Comida
Glovo 30OCT BR2WSRKR1,Comida
HEBE GYROS,Comida
CONTINENTE,Supermercado
Glovo 28OCT BRGJJWZXE,Comida
UBER TRIP,Carro
AIRBNB  HM2SAEHYRC,Casa
ALSA INTERNET,Casa
AIRBNB  HMK5A8JCWA,Casa
UBER TRIP,Carro
UBER TRIP HELP.UBER.C,Carro
UBER TRIP,Carro
UBER TRIP HELP.UBER.C,Carro
UBER TRIP,Carro
Vodafone GmbH CallYa,Contas
UBER TRIP HELP.UBER.C,Carro
HOTEL IBIS BRAGA,Casa
Avis RentACar,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP HELP.UBER.C,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP HELP.UBER.C,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
CONTINENTE BRAGA,Supermercado
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
TAP0470004147631,Final de Semana
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP,Carro
UBER TRIP HELP.UBER.C,Carro
UBER TRIP,Carro
EBANX *SPOTIFY,Nerdisse
ANUIDADE DIFERENCIADA 09/12,Fixo
Amazon.com.br Digital,Nerdisse
AmazonPrimeBR,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
Google Niantic Inc,Nerdisse
Google Niantic Inc,Nerdisse
EBW *SPOTIFY,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
STEAM PURCHASE SEATTLE DE,Nerdisse
Google Niantic Inc 1,Nerdisse
ANUIDADE DIFERENCIADA 10/12,Fixo
AmazonPrimeBR,Nerdisse
Amazon.com.br Digital,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
EBW*SPOTIFY,Nerdisse
ANUIDADE DIFERENCIADA 11/12,Fixo
AmazonPrimeBR,Nerdisse
Amazon.com.br Digital,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
Amazon.com.br,Nerdisse
Disney Plus,Nerdisse
Amazon.com.br,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
EBW *SPOTIFY,Nerdisse
JUROS DE MORA,Fixo
IOF TRANSACOES INTERNACIONAIS,Fixo
STEAMGAMES.COM 4259522 Hamburg DE,Nerdisse
Encargos,Fixo
Amazon.com.br Digital.,Nerdisse
AmazonPrimeBR.,Nerdisse
DM*HELPHBOMAXCOM.,Nerdisse
Disney Plus.,Nerdisse
NETFLIX.COM.,Nerdisse
APPLE.COM/BILL.,Nerdisse
EBW *SPOTIFY,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
STEAMGAMES.COM 4259522 Hamburg DE,Nerdisse
TAR PACOTE ITAU   JUN/22,Fixo
INT TED 237199200267929,Fixo
DA  COMGAS 48353698,Fixo
DA  VIVO FIXO 9324810660,Fixo
DA  ELETROPAULO 56301179,Fixo
TAR PACOTE ITAU   JUL/22,Fixo
INT PAG TIT 109005381830,Fixo
DA  COMGAS 48353698,Fixo
DA  VIVO FIXO 9324810660,Fixo
DA  ELETROPAULO 56301179,Fixo
TAR PACOTE ITAU   AGO/22,Fixo
INT TED  fe0dcecd,Fixo
INT PAG TIT 109005386201,Fixo
DA  COMGAS 48353698,Fixo
DA  VIVO FIXO 9324810660,Fixo
DA  ELETROPAULO 56301179,Fixo
TAR PACOTE ITAU   SET/22,Fixo
INT PAG TIT 109005395830,Fixo
DA  COMGAS 48353698,Fixo
DA  VIVO FIXO 9324810660,Fixo
DA  ELETROPAULO 56301179,Fixo
INT TED  17ac1d79,Fixo
TAR PACOTE ITAU   OUT/22,Fixo
INT PAG TIT 109005402073,Fixo
INT PM S CAETANO  748609,Fixo
DA  COMGAS 48353698,Fixo
DA  VIVO FIXO 9324810660,Fixo
Valor Eliana,Fixo
Eletropaulo,Fixo
TAR PACOTE ITAU   NOV/22,Fixo
BENHUR PRO,Comida
BENHUR PRO,Comida
CARREFOUR S,Supermercado
CEA SCS 197,Carro
ITALVA PAES,Comida
MULTIPLAN A,Carro
PAG*Guaruco,Fixo
XANGAI COM,Comida
ON    ifood,Comida
ON    ifood,Comida
ITALVA PAES,Comida
RAIA 280,Supermercado
CDB  CENTR,Medico
CENTER CARN,Comida
MAC PARK PA,Carro
PG *TON CON,Medico
MULTIPLAN A,Carro
PAG*Descamp,Carro
PB ADMINIST,Comida
INT PAG TIT 109005415505,Fixo
ANDIAMO,Roupas
CINEMARK MO,Final de Semana
GC CAFE MOO,Final de Semana
GC CAFE MOO,Final de Semana
MOOCA PLAZA,Carro
MULTIPLAN A,Carro
INT TED  09d46220,Comida
PARK PLACE,Carro
PAG*Descamp,Carro
DA  COMGAS 48353698,Fixo
BR SOUVENIR,Final de Semana
DROGARIA SA,Supermercado
EVOLUKIT,Casa
PERNAMBUCAN,Roupas
DA  VIVO FIXO 9324810660,Fixo
B CATH CAR,Roupas
BOLOS ANCHI,Comida
DEPYL ACTIO,Roupas
STARCHICKEN,Comida
DOCES VO NE,Comida
DINAMIC PAR,Carro
MINA DE OUR,Final de Semana
PAG*Saborde,Fixo
PAG*Saborde,Fixo
SKIPARK EST,Carro
IVETE TIYOK,Carro
LANCHONETE,Comida
SKIPARK EST,Carro
BUENOS PARK,Carro
PAG*Saborde,Comida
CARREFOUR S,Supermercado
LEROY MERLI,Casa
SACOMA POIN,Comida
MAGIC DOMAI,Nerdisse
DA  ELETROPAULO 56301179,Fixo
ITALVA PAES,Comida
PARMEGIANO,Comida
ANUIDADE DIFERENCIADA 12/12,Fixo
Amazon.com.br Digital,Nerdisse
AmazonPrimeBR,Nerdisse
DM *HELPHBOMAXCOM,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
DM*Blizzard,Nerdisse
EBW *SPOTIFY,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
STEAM PURCHASE SEATTLE DE,Nerdisse
RSHOPAUTO POSTO 01/01,Carro
RSHOPCARREFOUR S31/12,Supermercado
RSHOPDROGASIL 1901/01,Supermercado
RSHOPSACOMA POIN01/01,Comida
PIX TRANSF  ELIANA 31/12,Fixo
TAR PACOTE ITAU   DEZ/22,Fixo
DA  COMGAS 48353698,Contas
DA  VIVO FIXO 9324810660,Contas
DA  ELETROPAULO 56301179,Contas
TAR PACOTE ITAU   JAN/23,Fixo
INT PAG TIT 109005421578,Contas
DA  COMGAS 48353698,Contas
DA  VIVO FIXO 9324810660,Contas
DA  ELETROPAULO 56301179,Contas
INT TED  9e6da7ff,Fixo
TAR PACOTE ITAU   FEV/23,Fixo
INT PAG TIT 109005428615,Contas
DA  COMGAS 48353698,Contas
DA  VIVO FIXO 9324810660,Contas
DA  ELETROPAULO 56301179,Contas
ANUIDADE DIFERENCIADA 01/12,Fixo
Amazon.com.br Digital,Nerdisse
AmazonPrimeBR,Nerdisse
Uber *UBER *TRIP,Carro
SERVICOS CLA*119934511,Carro
ifood *ifood,Comida
LOCALIZA RAC ACCAE0,Carro
ifood *ifood,Comida
ifood *ifood,Comida
Uber *UBER *TRIP,Carro
ifood *ifood,Comida
Disney Plus,Nerdisse
DM *HELPHBOMAXCOM,Nerdisse
ifood *ifood,Comida
ifood *ifood,Comida
NETFLIX.COM,Nerdisse
SERVICOS CLA*119934511,Carro
CARREFOUR PAN,Supermercado
ifood *ifood,Comida
ifood *ifood,Comida
IFOOD *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
MFB COMERCIO DE PRO 01/03,Roupas
ifood *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
ifood *ifood,Comida
APPLE.COM/BILL,Nerdisse
PG *ALPDEX FACIL ESTAC JOINVILLE B,Carro
TRES JOLIE,Medico
CARREFOUR PAN,Supermercado
ifood *IFD*Emporio M,Comida
ifood *IFD*La Minute,Comida
Uber *UBER *TRIP,Carro
Uber *UBER *TRIP,Carro
ifood *IFD*Dona Mari,Comida
EBW *SPOTIFY RIO DE JANEIR,Nerdisse
ifood *IFD*Arte da C,Comida
ifood *IFD*Espetos e,Comida
LOCALIZA MULTA DE TRAN BELO HORIZO,Carro
ifood *IFD*Dona Mari,Comida
ifood *Espetinhos Mi Vila Yara Osa,Comida
MFB COMERCIO DE PRO 02/03 SANTO AN,Roupas
LOCALIZA RAC ACCAE0,Carro
Uber *UBER *TRIP,Carro
Amazon.com.br Digital,Nerdisse
AmazonPrimeBR,Nerdisse
UBER *TRIP HELP.UBER.C,Carro
DM *HELPHBOMAXCOM,Nerdisse
LOCALIZA MULTA E PASS,Carro
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
LOCALIZA MULTA DE TRAN ALTAMIRA BR,Carro
EBW *SPOTIFY,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
UBER *TRIP HELP.UBER.COM NL 7.00,Carro
STEAM PURCHASE SEATTLE DE,Nerdisse
STEAM PURCHASE SEATTLE DE,Nerdisse
MFB COMERCIO DE PRO 03/03 SANTO AN,Roupas
AmazonPrimeBR,Nerdisse
Amazon.com.br Digital,Nerdisse
DM *HELPHBOMAXCOM,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
EBW*SPOTIFY,Nerdisse
ANUIDADE DIFERENCIADA 03/12,Fixo
Glovo 28NOV BRVC1QBKA,Comida
Glovo 28NOV BRYTWS6SM,Comida
Glovo 27NOV BREZ2TCYS,Comida
Glovo 25NOV BRSBGC12Y,Comida
Glovo 24NOV BR2DTDM3W,Comida
Glovo 24NOV BRWERN9UG,Comida
Glovo 23NOV BRRWEWXYZ,Comida
LA PORTA REST BRAGA,Comida
Glovo 22NOV BRAGMED2F,Comida
VODAFONE PORTUGAL COMU,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
COM. MANUTENCAO CONTA ORDENADO 112022,Fixo
Vodafone.pt,Contas
AREAS PORTUGAL SA MAIA,Comida
AREAS PORTUGAL SA PORTO,Comida
Glovo 29NOV BRC69RWBF,Comida
EDP COMERCIALCOMERCIA,Contas
IMPOSTO DE SELO 17.3.4,Fixo
IMPOSTO DO SELO,Fixo
MDB DISPONIBILIZACAO CARTAO DEBITO  3490625,Fixo
AREAS PORTUGAL SA MAIA,Comida
RELAY VIRGIN PORTO 4470558 MAIA,Comida
Glovo 01DEC BR1S9WYWR,Comida
Glovo 01DEC BRWUAYQ1Z,Comida
EBA LA BRAGA,Comida
Glovo 30NOV BRQ5MS5PQ,Comida
Glovo 29NOV BR8CPWKP5,Comida
Glovo 29NOV BRCP1GDWA,Comida
Saque,Saques
EUREST A S FIGUEIRA FO,Supermercado
Glovo 29JAN BRUGX77TM,Comida
SOL VAGOS SUL VAGOS PR,Comida
BRAGA RIO LOJA 306 BRAG,Roupas
CORTES DE LISBOA BRAGA,Roupas
Glovo 27JAN BRU1ALY1M,Comida
Glovo 27JAN BRK5BLVQH,Comida
LEV ATM 6251 BESCL Braga         Rua de Caires,Saques
Glovo 26JAN BRGHAWL9K,Comida
EST SERVICO POSTO BP SULNORTE PATA,Carro
HOTEL MAR BRAVO NAZARE,Final de Semana
XIAYU CHEN N 64 E 65,Final de Semana
EUREST FIF DA FOZ 3080,Final de Semana
BRAGA PARQUE 4710427 BRAGA,Carro
RAUL EDGAR UNIP LDA BRA,Carro
Glovo 25JAN BR1BMX4VY,Comida
Glovo 25JAN BRAXNK7WD,Comida
Glovo 24JAN BRMD8EFYP,Comida
Vodafone.pt Lisboa PR,Contas
Glovo 24JAN BRKKEAVMB,Comida
IMPOSTO DO SELO,Fixo
MDB DISPONIBILIZACAO CARTAO DEBITO  3490625,Fixo
Glovo 23JAN BRHTH7EUV,Comida
Glovo 23JAN BRJFA4TAU,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 20JAN BRXTXPBWJ,Comida
Comissao Emissao s/ Ordem Pag.  Ref.20230142586,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20230142586,Fixo
PINGO DOCE BRAGA BRAGA,Supermercado
LA PORTA REST BRAGA,Comida
LA ROTISSERIE BRAGA,Comida
Glovo 19JAN BRAA18XHD,Comida
Glovo 18JAN BR7YLWQ51,Comida
Glovo 18JAN BR6BCFAC9,Comida
PRIMARK BRAGE PARQUE B,Roupas
FNAC BRAGA BRAGA PR,Nerdisse
BRAGA RIO LOJA 306 BRAG,Roupas
PINGO DOCE BRAGA BRAGA,Supermercado
Glovo 16JAN BRCXJ9QSR,Comida
MARIA AMALIA BATISTA BR,Comida
Glovo 15JAN BRK5WLQDP,Comida
Glovo 12JAN BRGULU4LM,Comida
LA PORTA REST BRAGA,Comida
Glovo 11JAN BRUMQDSSD,Comida
Glovo 11JAN BRXTL1P7D,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
Glovo 10JAN BRYQQPULM,Comida
VODAFONE PORTUGAL COMU,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
EDP COMERCIALCOMERCIA,Contas
Glovo 09JAN BRC7EXB6E,Comida
Glovo 09JAN BRPU19LJT,Comida
MENDES CALDAS E N.213,Carro
Glovo 08JAN BRJWAAJNA,Comida
Glovo 07JAN BRG4L5VSW,Comida
Glovo 07JAN BRJFDLCQL,Comida
BODEGAO BRAGA 4710427,Comida
FNAC BRAGA 4710427 BRAGA,Nerdisse
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 122022,Fixo
WORTEN BRAGA NOVA BRAGA,Casa
Glovo 04JAN BRYFQLDH7,Comida
TAXIS PINHEIRO LDA MAIA PR,Carro
Glovo 03JAN BRUQSFMN1,Comida
LEV ATM 6251 ENPT1233 Maia,Saques
LA PORTA REST BRAGA,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 26FEB BRJQ15LNJ,Comida
Glovo 25FEB BRL11U1P2,Comida
Glovo 25FEB BRGWLHJJ1,Comida
Glovo 24FEB BR1MBEFTV,Comida
Glovo 24FEB BR2ZBLKSN,Comida
CONTINENTE BRAGA BRAGA,Supermercado
TACO BELL BRAGA ARCABRAGA,Comida
TOMATINO BRAGA PARQUBRA,Comida
Glovo 23FEB BRNUDVMWP,Comida
Glovo 23FEB BRSKHVMBF,Comida
Glovo 22FEB BRK1XJTXH,Comida
Glovo 21FEB BRLKY5NXG,Comida
Glovo 21FEB BRU11EKTV,Comida
Glovo 20FEB BRMQRHEBH,Comida
Glovo 20FEB BRYJHVLHG,Comida
Glovo 19FEB BR9E5VWJA,Comida
Glovo 19FEB BRL9RGAYV,Comida
Glovo 18FEB BRD49PXXS,Comida
Glovo 17FEB BRSCA3YL7,Comida
TOMATINO BRAGA PARQUBRA,Comida
FNAC BRAGA 4710427 BRA,Nerdisse
Glovo 16FEB BR1WR77KY,Comida
Glovo 15FEB BR1QHDGMG,Comida
Glovo 15FEB BRACAP3EY,Comida
Glovo 14FEB BRBWGBXXQ,Comida
Glovo 13FEB BRYJ7LGGT,Comida
Glovo 12FEB BRRYZN41Z,Comida
Glovo 10FEB BRCHXQS1B,Comida
Glovo 09FEB BR6FXXJPC,Comida
Glovo 09FEB BRSFC4H11,Comida
TOMATINO NOVA ARCADABRA,Comida
Glovo 08FEB BRHT1B1KZ,Comida
WORTEN BRAGA NOVA BRAGA,Casa
LA ROTISSERIE BRAGA,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 012023,Fixo
Glovo 07FEB BRYLJTJPE,Comida
VODAFONE PORTUGAL COMU,Contas
EDP COMERCIALCOMERCIA,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
Glovo 06FEB BRLH1WXWK,Comida
Glovo 06FEB BR6MAAL1A,Comida
IKEA BRAGA CAIXAS ECO B,Casa
Glovo 04FEB BRE2J1X1L,Comida
Glovo 03FEB BR1KSJBNN,Comida
Glovo 02FEB BRX6FAJWK,Comida
Glovo 01FEB BRHMR1RPP,Comida
LA ROTISSERIE BRAGA,Comida
Glovo 31JAN BRE82KXK7,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
Glovo 30JAN BRXKRJSM1,Comida
Glovo 22MAR BRZPHLYNT,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 21MAR BR3NQCBWE,Comida
Glovo 20MAR BR19L1P9L,Comida
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
Glovo 19MAR BRCNX2JZN,Comida
Glovo 19MAR BRSNPKSUM,Comida
NOS CINEMAS BRAGA PQ BR,Final de Semana
BRAGA RIO LOJA 306 BRAG,Roupas
CORTES DE LISBOA BRAGA,Roupas
Glovo 17MAR BRDETJEEL,Comida
Glovo 16MAR BREXECCFM,Comida
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
Glovo 15MAR BRLUATQQC,Comida
Glovo 14MAR BRLT6ZN2C,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
Glovo 13MAR BRUJLNSQ1,Comida
a.NordVPN Amsterdam NL,Nerdisse
Glovo 12MAR BRSNX7BZW,Comida
Glovo 11MAR BR4A72P4E,Comida
Glovo 11MAR BRUBFEN1D,Comida
Glovo 10MAR BRZLGHPU7,Comida
Glovo 10MAR BRXF6SBAP,Comida
Glovo 09MAR BRHVTLXVC,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 022023,Fixo
Glovo 07MAR BRPFMHRGX,Comida
VODAFONE PORTUGAL COMU,Contas
EDP COMERCIALCOMERCIA,Contas
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
Glovo 04MAR BRVNCL8GS,Comida
Glovo 03MAR BRWXH7JBC,Comida
Glovo 03MAR BRVSYXN1E,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 02MAR BRD3FBAHG,Comida
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
UBR PENDING.UBER.COM AMSTERDAM NL,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
Vodafone GmbH CallYa,Contas
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
AMZN MKTP ES*1H2P106H4,Nerdisse
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER *TRIP HELP.UBER.C,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
AMZN MKTP ES*1A3LN76U4,Casa
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
Avis Rent A Car,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER *TRIP HELP.UBER.C,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
UBER   *TRIP,Carro
AMZN MKTP ES*1L0SE9YP4,Casa
Glovo 08MAR BR9LS4THQ,Comida
Glovo 09MAR BRB9CVX2Y,Comida
Glovo 10MAR BRNKLBZXG,Comida
Glovo 13MAR BRXMVTUUB,Comida
Glovo 21MAR BRTEAWLLH,Comida
Glovo 22MAR BRZLBFLFR,Comida
BRAGA RIO LOJA 306 BRAG,Roupas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 01APR BR2LPUX71,Comida
Glovo 01APR BRWMAFVTH,Comida
Glovo 31MAR BRYCN1S1M,Comida
Glovo 31MAR BRLDPR6HN,Comida
Comissao Transferencia a credito SEPA+ Em Linha,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20230640259,Fixo
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 30MAR BRMQTMZQB,Comida
Glovo 29MAR BRQ17Q61G,Comida
Glovo 28MAR BRPWLF1CL,Comida
Glovo 28MAR BRGL1CFNW,Comida
LA PORTA REST BRAGA PR,Comida
UBR PENDING.UBER.COM,Carro
LA PORTA REST BRAGA PR,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
BRASA RIO BRAGA PR,Roupas
ARCADIA BRAGA PARQUE BR,Roupas
GLOVO24MAR BRDNELJDK none,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 23MAR BRBC1Z1MP,Comida
Glovo1,Comida
Glovo2,Comida
AmazonPrimeBR,Nerdisse
Glovo1,Comida
Glovo2,Comida
Glovo3,Comida
tar pacote itau,Fixo
AmazonPrimeBR,Nerdisse
Amazon Kindle Unltd,Nerdisse
DM *HELPHBOMAXCOM,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
ANUIDADE DIFERENCIADA 04/12,Fixo
